ts,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,binary_label,capture_name
1537528971.021264,-,-,-,1,0,BENIGN,honeypot_5
1532102638.765669,-,-,-,1,0,MALICIOUS,malware_7
1536227557.080783,5e-06,0,0,2,0,MALICIOUS,malware_17
1537532916.363549,0.012039,40,56,1,1,BENIGN,honeypot_5
1532107680.79262,-,-,-,1,0,MALICIOUS,malware_7
1526795706.539038,-,-,-,1,0,MALICIOUS,malware_3
1532105042.156494,-,-,-,1,0,MALICIOUS,malware_7
1537530505.106351,0.014970,36,68,1,1,BENIGN,honeypot_5
1536227235.637571,2e-06,0,0,2,0,MALICIOUS,malware_17
1537536818.684975,0.228612,157,371,4,4,BENIGN,honeypot_5
1532103937.068347,-,-,-,1,0,MALICIOUS,malware_7
1536227420.518167,2e-06,0,0,2,0,MALICIOUS,malware_17
1526171194.023056,-,-,-,1,0,MALICIOUS,malware_1
1537541400.538409,22.846393,3493,4865,17,17,BENIGN,honeypot_5
1526795217.818755,3.000172,0,0,3,0,MALICIOUS,malware_3
1540513939.261554,0.046466,34,297,1,1,BENIGN,honeypot_4
1537540322.041263,7.000767,804,0,4,0,BENIGN,honeypot_5
1532105101.424961,-,-,-,1,0,MALICIOUS,malware_7
1532107463.535534,-,-,-,1,0,MALICIOUS,malware_7
1537527474.523497,-,-,-,1,0,BENIGN,honeypot_5
1526021135.003167,-,-,-,1,0,MALICIOUS,malware_1
1526135537.013095,-,-,-,1,0,MALICIOUS,malware_1
1537539214.626793,0.009847,560,560,10,10,BENIGN,honeypot_5
1525995920.014378,-,-,-,1,0,MALICIOUS,malware_1
1532107494.711791,-,-,-,1,0,MALICIOUS,malware_7
1526264227.035088,-,-,-,1,0,MALICIOUS,malware_1
1537529933.772066,0.011973,48,64,1,1,BENIGN,honeypot_5
1525910223.022121,-,-,-,1,0,MALICIOUS,malware_1
1526112414.040434,-,-,-,1,0,MALICIOUS,malware_1
1532106531.942821,-,-,-,1,0,MALICIOUS,malware_7
1537537500.490126,8.771557,13987,4865,26,18,BENIGN,honeypot_5
1525958307.002795,-,-,-,1,0,MALICIOUS,malware_1
1537537118.821639,0.238365,135,238,4,4,BENIGN,honeypot_5
1537530515.126987,0.011717,40,56,1,1,BENIGN,honeypot_5
1537539815.340955,-,-,-,1,0,BENIGN,honeypot_5
1525943735.034931,-,-,-,1,0,MALICIOUS,malware_1
1537542503.430654,13.107705,3227,0,12,0,BENIGN,honeypot_5
1536227378.956212,2e-06,0,0,2,0,MALICIOUS,malware_17
1537529933.787038,64.591999,2708,5463,13,11,BENIGN,honeypot_5
1526132179.012274,-,-,-,1,0,MALICIOUS,malware_1
1537528144.091003,0.018503,46,62,1,1,BENIGN,honeypot_5
1536227598.529579,5e-06,0,0,2,0,MALICIOUS,malware_17
1526213570.011219,-,-,-,1,0,MALICIOUS,malware_1
1532106366.616145,-,-,-,1,0,MALICIOUS,malware_7
1536228561.390411,2e-06,0,0,2,0,MALICIOUS,malware_17
1540485135.742827,0.003496,0,0,5,3,BENIGN,honeypot_4
1537531405.553559,0.014263,36,68,1,1,BENIGN,honeypot_5
1537534406.918967,0.018205,560,560,10,10,BENIGN,honeypot_5
1537529566.120985,-,-,-,1,0,BENIGN,honeypot_5
1526815282.087456,-,-,-,1,0,MALICIOUS,malware_3
1540526524.857591,0.093695,1847,1539,7,5,BENIGN,honeypot_4
1537527457.328168,0.190131,48,48,1,1,BENIGN,honeypot_5
1532103242.635223,-,-,-,1,0,MALICIOUS,malware_7
1540476804.080158,0.016723,48,48,1,1,BENIGN,honeypot_4
1536227232.596816,2e-06,0,0,2,0,MALICIOUS,malware_17
1537537108.465428,0.010418,47,111,1,1,BENIGN,honeypot_5
1536227416.702344,5e-06,0,0,2,0,MALICIOUS,malware_17
1525943795.995836,2.999036,0,0,3,0,MALICIOUS,malware_1
1526233753.023755,-,-,-,1,0,MALICIOUS,malware_1
1526042013.013982,-,-,-,1,0,MALICIOUS,malware_1
1537540425.738628,0.242888,157,371,4,4,BENIGN,honeypot_5
1537526855.842527,0.241316,0,0,4,2,BENIGN,honeypot_5
1537530204.574154,300.199148,292,775,8,6,BENIGN,honeypot_5
1537539900.494072,8.667421,3733,4865,18,16,BENIGN,honeypot_5
1532102064.156879,-,-,-,1,0,MALICIOUS,malware_7
1537535007.599981,0.012458,36,68,1,1,BENIGN,honeypot_5
1532105000.604677,-,-,-,1,0,MALICIOUS,malware_7
1537533700.462335,299.947499,4618,4865,21,20,BENIGN,honeypot_5
1536228297.248609,2e-06,0,0,2,0,MALICIOUS,malware_17
1537526255.294307,0.192879,48,48,1,1,BENIGN,honeypot_5
1526224168.024958,-,-,-,1,0,MALICIOUS,malware_1
1536228559.178424,2e-06,0,0,2,0,MALICIOUS,malware_17
1540506738.545466,0.011493,0,0,5,3,BENIGN,honeypot_4
1536228105.923786,2e-06,0,0,2,0,MALICIOUS,malware_17
1537524043.939827,299.896211,13395,4865,27,20,BENIGN,honeypot_5
1526167266.016503,-,-,-,1,0,MALICIOUS,malware_1
1537536508.465775,-,-,-,1,0,BENIGN,honeypot_5
1537536808.387305,300.150976,292,775,8,6,BENIGN,honeypot_5
1537528959.503689,300.486431,146,775,11,5,BENIGN,honeypot_5
1540476134.950397,0.061961,34,311,1,1,BENIGN,honeypot_4
1540499962.824698,0.016990,48,48,1,1,BENIGN,honeypot_4
1536227851.357859,2e-06,0,0,2,0,MALICIOUS,malware_17
1526128686.013073,-,-,-,1,0,MALICIOUS,malware_1
1525918255.998628,-,-,-,1,0,MALICIOUS,malware_1
1532103606.51629,-,-,-,1,0,MALICIOUS,malware_7
1537542534.151308,4.709873,750,0,4,0,BENIGN,honeypot_5
1532105872.755985,-,-,-,1,0,MALICIOUS,malware_7
1532102833.128643,-,-,-,1,0,MALICIOUS,malware_7
1537523549.331991,0.011518,43,111,1,1,BENIGN,honeypot_5
1532101956.044268,-,-,-,1,0,MALICIOUS,malware_7
1537536218.278492,0.008784,40,56,1,1,BENIGN,honeypot_5
1525996237.01451,-,-,-,1,0,MALICIOUS,malware_1
1540508524.931122,0.088698,1847,1539,7,7,BENIGN,honeypot_4
1537523549.973209,9.175136,1093,7397,15,14,BENIGN,honeypot_5
1537528669.433638,0.235654,135,238,4,4,BENIGN,honeypot_5
1536228081.686376,2e-06,0,0,2,0,MALICIOUS,malware_17
1537541574.380747,58.997716,3000,0,10,0,BENIGN,honeypot_5
1525989034.004463,-,-,-,1,0,MALICIOUS,malware_1
1525888039.014438,-,-,-,1,0,MALICIOUS,malware_1
1536228301.465942,5e-06,0,0,2,0,MALICIOUS,malware_17
1537525653.971963,300.502970,146,775,11,5,BENIGN,honeypot_5
1537533117.273256,7.013791,1216,0,6,0,BENIGN,honeypot_5
1540504925.098524,0.105689,1847,791,6,6,BENIGN,honeypot_4
1532103167.821872,-,-,-,1,0,MALICIOUS,malware_7
1540478835.098119,0.107433,34,297,1,1,BENIGN,honeypot_4
1537526222.254528,0.119112,259,110,2,1,BENIGN,honeypot_5
1537542434.206842,-,-,-,1,0,BENIGN,honeypot_5
1532105516.151051,-,-,-,1,0,MALICIOUS,malware_7
1526204726.025035,-,-,-,1,0,MALICIOUS,malware_1
1532106743.99608,-,-,-,1,0,MALICIOUS,malware_7
1540537341.682076,0.049705,34,297,1,1,BENIGN,honeypot_4
1540545547.218112,0.000500,41,57,1,1,BENIGN,honeypot_4
1525953531.042619,-,-,-,1,0,MALICIOUS,malware_1
1536228214.466351,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227172.837097,2e-06,0,0,2,0,MALICIOUS,malware_17
1532103986.958157,-,-,-,1,0,MALICIOUS,malware_7
1540504492.83879,0.114172,48,48,1,1,BENIGN,honeypot_4
1537535307.495488,0.014160,43,111,1,1,BENIGN,honeypot_5
1537524151.11709,0.240893,0,0,4,2,BENIGN,honeypot_5
1540525447.047395,0.109935,48,48,1,1,BENIGN,honeypot_4
1537524437.72307,60.359848,3000,0,10,0,BENIGN,honeypot_5
1540508538.756742,0.054950,34,297,1,1,BENIGN,honeypot_4
1532102095.311618,-,-,-,1,0,MALICIOUS,malware_7
1537542244.85077,-,-,-,1,0,BENIGN,honeypot_5
1536227999.263155,6e-06,0,0,2,0,MALICIOUS,malware_17
1537537500.477354,0.010341,46,62,1,1,BENIGN,honeypot_5
1540471110.727073,0.270346,48,48,1,1,BENIGN,honeypot_4
1540485292.390032,0.116177,48,48,1,1,BENIGN,honeypot_4
1536227495.395065,6e-06,0,0,2,0,MALICIOUS,malware_17
1526884818.592989,-,-,-,1,0,MALICIOUS,malware_3
1532103822.720284,-,-,-,1,0,MALICIOUS,malware_7
1526001990.011704,-,-,-,1,0,MALICIOUS,malware_1
1537541315.90915,0.037223,0,0,4,2,BENIGN,honeypot_5
1537530263.371953,0.010684,37,53,1,1,BENIGN,honeypot_5
1526066863.009873,2.998792,0,0,3,0,MALICIOUS,malware_1
1536227839.551344,5e-06,0,0,2,0,MALICIOUS,malware_17
1536228562.341369,2e-06,0,0,2,0,MALICIOUS,malware_17
1537523551.589071,2.843592,2651,3769,14,10,BENIGN,honeypot_5
1537523560.061327,0.011530,32,48,1,1,BENIGN,honeypot_5
1537542324.426047,-,-,-,1,0,BENIGN,honeypot_5
1532102096.331536,-,-,-,1,0,MALICIOUS,malware_7
1537527763.232123,-,-,-,1,0,BENIGN,honeypot_5
1525920745.000493,2.998793,0,0,3,0,MALICIOUS,malware_1
1532106221.030953,-,-,-,1,0,MALICIOUS,malware_7
1532107684.959497,-,-,-,1,0,MALICIOUS,malware_7
1537542466.361029,89.396315,132,0,3,0,BENIGN,honeypot_5
1526060769.003775,-,-,-,1,0,MALICIOUS,malware_1
1537529995.6873,-,-,-,1,0,BENIGN,honeypot_5
1536227915.069726,2e-06,0,0,2,0,MALICIOUS,malware_17
1526137292.012822,0.785804,0,0,1,1,MALICIOUS,malware_1
1536227495.399824,1e-06,0,0,2,0,MALICIOUS,malware_17
1532107337.690398,-,-,-,1,0,MALICIOUS,malware_7
1537525359.37448,-,-,-,1,0,BENIGN,honeypot_5
1537542115.888854,7.010559,804,0,4,0,BENIGN,honeypot_5
1540534641.551133,0.011746,0,0,4,3,BENIGN,honeypot_4
1540489596.215077,0.114680,48,48,1,1,BENIGN,honeypot_4
1532106537.130638,-,-,-,1,0,MALICIOUS,malware_7
1532107525.901788,-,-,-,1,0,MALICIOUS,malware_7
1536227395.314097,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228194.235142,2e-06,0,0,2,0,MALICIOUS,malware_17
1540535541.559121,0.057208,34,297,1,1,BENIGN,honeypot_4
1532102473.546074,-,-,-,1,0,MALICIOUS,malware_7
1532102457.970199,-,-,-,1,0,MALICIOUS,malware_7
1540472384.714259,50.851218,3768,0,12,0,BENIGN,honeypot_4
1537538701.088848,0.010850,58,95,1,1,BENIGN,honeypot_5
1532107568.511785,-,-,-,1,0,MALICIOUS,malware_7
1532107062.104888,-,-,-,1,0,MALICIOUS,malware_7
1537525954.055989,0.260344,0,0,4,2,BENIGN,honeypot_5
1540544524.995102,0.094196,1846,1539,7,5,BENIGN,honeypot_4
1536228228.459859,2e-06,0,0,2,0,MALICIOUS,malware_17
1537523212.430823,7.005255,804,0,4,0,BENIGN,honeypot_5
1540481535.310853,0.040470,34,297,1,1,BENIGN,honeypot_4
1540519324.912822,0.092946,1847,1539,7,7,BENIGN,honeypot_4
1537531226.727873,58.575428,3000,0,10,0,BENIGN,honeypot_5
1537531105.089511,0.023392,0,0,4,2,BENIGN,honeypot_5
1537536508.068503,0.030141,560,560,10,10,BENIGN,honeypot_5
1532104463.124512,-,-,-,1,0,MALICIOUS,malware_7
1536227243.729432,2e-06,0,0,2,0,MALICIOUS,malware_17
1537528068.23,0.011173,40,56,1,1,BENIGN,honeypot_5
1537523549.487071,301.532260,146,775,10,5,BENIGN,honeypot_5
1526179198.013943,-,-,-,1,0,MALICIOUS,malware_1
1536227453.935796,2e-06,0,0,2,0,MALICIOUS,malware_17
1537532605.905236,0.016974,43,111,1,1,BENIGN,honeypot_5
1525948208.021435,-,-,-,1,0,MALICIOUS,malware_1
1536227653.156358,2e-06,0,0,2,0,MALICIOUS,malware_17
1532104866.43965,-,-,-,1,0,MALICIOUS,malware_7
1537533206.615145,0.185756,48,48,1,1,BENIGN,honeypot_5
1536228084.977244,2e-06,0,0,2,0,MALICIOUS,malware_17
1537537424.622427,-,-,-,1,0,BENIGN,honeypot_5
1532103739.536706,-,-,-,1,0,MALICIOUS,malware_7
1537538914.515527,0.026238,0,0,4,2,BENIGN,honeypot_5
1526083857.00838,-,-,-,1,0,MALICIOUS,malware_1
1532106313.57813,-,-,-,1,0,MALICIOUS,malware_7
1537529259.990684,0.030560,43,111,1,1,BENIGN,honeypot_5
1536227888.7585,2e-06,0,0,2,0,MALICIOUS,malware_17
1532101514.078757,-,-,-,1,0,MALICIOUS,malware_7
1536227767.732129,2e-06,0,0,2,0,MALICIOUS,malware_17
1537542503.942753,2.561960,559,0,3,0,BENIGN,honeypot_5
1537528134.681029,0.162787,241,92,2,1,BENIGN,honeypot_5
1532103425.592179,-,-,-,1,0,MALICIOUS,malware_7
1537525654.230579,-,-,-,1,0,BENIGN,honeypot_5
1540542368.794207,0.109684,48,48,1,1,BENIGN,honeypot_4
1537526856.010097,300.480957,146,775,11,5,BENIGN,honeypot_5
1526119546.001306,-,-,-,1,0,MALICIOUS,malware_1
1532105924.715364,-,-,-,1,0,MALICIOUS,malware_7
1537533506.41253,0.015639,43,111,1,1,BENIGN,honeypot_5
1532103646.002028,-,-,-,1,0,MALICIOUS,malware_7
1537532120.461276,60.485807,3000,0,10,0,BENIGN,honeypot_5
1526234745.032652,-,-,-,1,0,MALICIOUS,malware_1
1540516639.636561,0.011742,0,0,4,2,BENIGN,honeypot_4
1537537714.212051,-,-,-,1,0,BENIGN,honeypot_5
1537523647.161066,0.044944,37,53,1,1,BENIGN,honeypot_5
1537523541.023501,58.447015,3603,0,12,0,BENIGN,honeypot_5
1537539418.582118,0.116640,241,92,2,1,BENIGN,honeypot_5
1540533724.844016,0.089198,1847,1539,7,7,BENIGN,honeypot_4
1537535313.773181,59.930669,3000,0,10,0,BENIGN,honeypot_5
1537538924.833702,0.241700,157,371,4,4,BENIGN,honeypot_5
1536228146.658049,2e-06,0,0,2,0,MALICIOUS,malware_17
1532107218.065203,-,-,-,1,0,MALICIOUS,malware_7
1537525353.193519,0.241889,0,0,4,2,BENIGN,honeypot_5
1526243955.023678,-,-,-,1,0,MALICIOUS,malware_1
1525946475.001608,-,-,-,1,0,MALICIOUS,malware_1
1536228532.001918,4e-06,0,0,2,0,MALICIOUS,malware_17
1537532906.364819,-,-,-,1,0,BENIGN,honeypot_5
1537540322.041363,7.000777,804,0,4,0,BENIGN,honeypot_5
1537536609.567967,-,-,-,1,0,BENIGN,honeypot_5
1537539815.104231,300.124925,292,775,8,6,BENIGN,honeypot_5
1540495937.068377,0.117194,34,297,1,1,BENIGN,honeypot_4
1532101802.280936,-,-,-,1,0,MALICIOUS,malware_7
1537529560.515391,0.014092,43,111,1,1,BENIGN,honeypot_5
1537529282.441338,-,-,-,1,0,BENIGN,honeypot_5
1537523282.482698,60.591687,3000,0,10,0,BENIGN,honeypot_5
1532106102.501267,-,-,-,1,0,MALICIOUS,malware_7
1540528340.698063,0.011251,0,0,5,3,BENIGN,honeypot_4
1537535954.551262,60.250624,3000,0,10,0,BENIGN,honeypot_5
1536227776.501369,2e-06,0,0,2,0,MALICIOUS,malware_17
1540536441.676156,0.011243,0,0,4,2,BENIGN,honeypot_4
1536227249.801201,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227250.80913,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227341.526392,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228056.677146,2e-06,0,0,2,0,MALICIOUS,malware_17
1537526866.450997,0.313423,157,371,4,4,BENIGN,honeypot_5
1536228579.594783,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228129.470101,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228282.223936,2e-06,0,0,2,0,MALICIOUS,malware_17
1537523548.856516,0.004340,40,0,2,0,BENIGN,honeypot_5
1532103200.080482,-,-,-,1,0,MALICIOUS,malware_7
1540545547.217115,0.000498,41,41,1,1,BENIGN,honeypot_4
1540535541.616828,0.011493,0,0,4,2,BENIGN,honeypot_4
1536227799.088466,2e-06,0,0,2,0,MALICIOUS,malware_17
1540517160.465462,0.113933,48,48,1,1,BENIGN,honeypot_4
1532107139.05264,-,-,-,1,0,MALICIOUS,malware_7
1532107495.752199,-,-,-,1,0,MALICIOUS,malware_7
1537536508.100703,0.010655,47,111,1,1,BENIGN,honeypot_5
1540540942.046763,0.011494,0,0,4,2,BENIGN,honeypot_4
1537542433.366091,-,-,-,1,0,BENIGN,honeypot_5
1537531445.176692,-,-,-,1,0,BENIGN,honeypot_5
1537527845.281406,-,-,-,1,0,BENIGN,honeypot_5
1532107799.32139,-,-,-,1,0,MALICIOUS,malware_7
1532105520.304433,-,-,-,1,0,MALICIOUS,malware_7
1536227900.249182,5e-06,0,0,2,0,MALICIOUS,malware_17
1536227671.338703,5e-06,0,0,2,0,MALICIOUS,malware_17
1537541366.347039,-,-,-,1,0,BENIGN,honeypot_5
1537536284.924885,-,-,-,1,0,BENIGN,honeypot_5
1537541026.086319,0.010973,40,56,1,1,BENIGN,honeypot_5
1537528068.246679,0.275087,135,238,4,4,BENIGN,honeypot_5
1526110852.128376,-,-,-,1,0,MALICIOUS,malware_1
1536228157.824169,1e-06,0,0,2,0,MALICIOUS,malware_17
1537529271.221206,-,-,-,1,0,BENIGN,honeypot_5
1540501337.595476,0.197895,34,297,1,1,BENIGN,honeypot_4
1536227032.464696,5e-06,0,0,2,0,MALICIOUS,malware_17
1532103907.97993,-,-,-,1,0,MALICIOUS,malware_7
1537527133.365473,58.165319,3000,0,10,0,BENIGN,honeypot_5
1526277381.029827,-,-,-,1,0,MALICIOUS,malware_1
1537537413.968464,-,-,-,1,0,BENIGN,honeypot_5
1536227825.07088,2e-06,0,0,2,0,MALICIOUS,malware_17
1540508525.021819,0.000750,37,132,1,1,BENIGN,honeypot_4
1532106543.365352,-,-,-,1,0,MALICIOUS,malware_7
1526229822.024633,-,-,-,1,0,MALICIOUS,malware_1
1532101690.004702,-,-,-,1,0,MALICIOUS,malware_7
1532105378.960263,-,-,-,1,0,MALICIOUS,malware_7
1526042055.014037,-,-,-,1,0,MALICIOUS,malware_1
1536227090.03688,2e-06,0,0,2,0,MALICIOUS,malware_17
1532106048.425093,-,-,-,1,0,MALICIOUS,malware_7
1532101462.131128,-,-,-,1,0,MALICIOUS,malware_7
1532101361.536227,-,-,-,1,0,MALICIOUS,malware_7
1526217290.012655,-,-,-,1,0,MALICIOUS,malware_1
1536227383.327699,5e-06,0,0,2,0,MALICIOUS,malware_17
1540483717.755425,0.272087,48,48,1,1,BENIGN,honeypot_4
1536228179.80888,2e-06,0,0,2,0,MALICIOUS,malware_17
1537538701.101203,1.199366,1101,62112,59,56,BENIGN,honeypot_5
1537538000.454297,0.012174,46,62,1,1,BENIGN,honeypot_5
1537538512.104506,7.004332,804,0,4,0,BENIGN,honeypot_5
1536228188.123876,2e-06,0,0,2,0,MALICIOUS,malware_17
1537535607.95733,-,-,-,1,0,BENIGN,honeypot_5
1538559767.558226,0.000750,45,45,1,1,MALICIOUS,malware_20
1526060324.043152,-,-,-,1,0,MALICIOUS,malware_1
1532106886.403728,-,-,-,1,0,MALICIOUS,malware_7
1537532605.849632,0.012423,47,111,1,1,BENIGN,honeypot_5
1525965962.018728,-,-,-,1,0,MALICIOUS,malware_1
1532104384.07157,-,-,-,1,0,MALICIOUS,malware_7
1537539514.925792,300.123515,292,775,8,6,BENIGN,honeypot_5
1526102594.012702,-,-,-,1,0,MALICIOUS,malware_1
1532105800.996143,-,-,-,1,0,MALICIOUS,malware_7
1536227626.122063,2e-06,0,0,2,0,MALICIOUS,malware_17
1526145587.041505,-,-,-,1,0,MALICIOUS,malware_1
1537529916.267469,0.016538,64,128,1,1,BENIGN,honeypot_5
1537523549.357457,0.356214,135,238,4,4,BENIGN,honeypot_5
1525969319.010125,-,-,-,1,0,MALICIOUS,malware_1
1537533206.285816,300.125669,292,775,8,6,BENIGN,honeypot_5
1536227380.114808,0.00023,0,0,2,0,MALICIOUS,malware_17
1526788615.663508,-,-,-,1,0,MALICIOUS,malware_3
1532101503.69218,-,-,-,1,0,MALICIOUS,malware_7
1532101865.639811,-,-,-,1,0,MALICIOUS,malware_7
1540504925.00233,0.003750,37,442,1,1,BENIGN,honeypot_4
1537530077.261564,58.665859,3000,0,10,0,BENIGN,honeypot_5
1525982243.042609,-,-,-,1,0,MALICIOUS,malware_1
1537528658.885097,0.241885,0,0,4,2,BENIGN,honeypot_5
1537536818.669447,0.010202,40,56,1,1,BENIGN,honeypot_5
1532105595.141013,-,-,-,1,0,MALICIOUS,malware_7
1537526565.791923,0.237609,157,371,4,4,BENIGN,honeypot_5
1532102622.122154,-,-,-,1,0,MALICIOUS,malware_7
1526105234.007415,-,-,-,1,0,MALICIOUS,malware_1
1536227566.442691,2e-06,0,0,2,0,MALICIOUS,malware_17
1537523555.80443,69.633449,6965,5131,24,21,BENIGN,honeypot_5
1537524451.46564,0.035211,560,560,10,10,BENIGN,honeypot_5
1537538624.687233,0.010353,40,56,1,1,BENIGN,honeypot_5
1537529904.189785,0.032080,0,0,4,2,BENIGN,honeypot_5
1537533516.724656,0.012176,40,56,1,1,BENIGN,honeypot_5
1526128333.04292,-,-,-,1,0,MALICIOUS,malware_1
1537523647.208848,0.674159,1289,6224,13,13,BENIGN,honeypot_5
1536228223.564902,2e-06,0,0,2,0,MALICIOUS,malware_17
1537526856.372405,0.010755,36,68,1,1,BENIGN,honeypot_5
1526228268.010052,-,-,-,1,0,MALICIOUS,malware_1
1540544525.092547,0.121679,1846,791,6,6,BENIGN,honeypot_4
1540487125.974934,0.109928,48,48,1,1,BENIGN,honeypot_4
1537542351.482871,-,-,-,1,0,BENIGN,honeypot_5
1537539825.346933,0.011652,40,56,1,1,BENIGN,honeypot_5
1537527517.244246,59.919783,3000,0,10,0,BENIGN,honeypot_5
1540483325.094727,0.000750,37,132,1,1,BENIGN,honeypot_4
1532105607.61515,-,-,-,1,0,MALICIOUS,malware_7
1526171329.004086,2.998803,0,0,3,0,MALICIOUS,malware_1
1526107673.01426,-,-,-,1,0,MALICIOUS,malware_1
1532101410.284934,-,-,-,1,0,MALICIOUS,malware_7
1537531105.442219,-,-,-,1,0,BENIGN,honeypot_5
1525908133.023021,-,-,-,1,0,MALICIOUS,malware_1
1526145809.041544,-,-,-,1,0,MALICIOUS,malware_1
1525894207.038345,-,-,-,1,0,MALICIOUS,malware_1
1537537413.682928,0.038644,0,0,4,2,BENIGN,honeypot_5
1526110576.012127,2.998532,0,0,3,0,MALICIOUS,malware_1
1526026131.998669,2.998812,0,0,3,0,MALICIOUS,malware_1
1532103952.642718,-,-,-,1,0,MALICIOUS,malware_7
1537529904.248536,0.230564,135,238,4,4,BENIGN,honeypot_5
1537522899.498805,60.555587,3000,0,10,0,BENIGN,honeypot_5
1526135135.013906,2.998808,0,0,3,0,MALICIOUS,malware_1
1532105023.469145,-,-,-,1,0,MALICIOUS,malware_7
1540538434.100517,0.114183,48,48,1,1,BENIGN,honeypot_4
1532105073.33897,-,-,-,1,0,MALICIOUS,malware_7
1537539225.023206,0.242444,135,238,4,4,BENIGN,honeypot_5
1532103551.378223,-,-,-,1,0,MALICIOUS,malware_7
1537529904.131859,-,-,-,1,0,BENIGN,honeypot_5
1537535007.635921,-,-,-,1,0,BENIGN,honeypot_5
1525938023.042604,-,-,-,1,0,MALICIOUS,malware_1
1537525353.738987,-,-,-,1,0,BENIGN,honeypot_5
1537536508.13834,0.021520,0,0,4,2,BENIGN,honeypot_5
1537535307.470712,0.029309,0,0,4,2,BENIGN,honeypot_5
1536227817.298817,2e-06,0,0,2,0,MALICIOUS,malware_17
1537538699.764093,0.009634,32,48,1,1,BENIGN,honeypot_5
1532101905.125298,-,-,-,1,0,MALICIOUS,malware_7
1526144531.012268,-,-,-,1,0,MALICIOUS,malware_1
1525978158.011329,-,-,-,1,0,MALICIOUS,malware_1
1526103741.022347,-,-,-,1,0,MALICIOUS,malware_1
1537527773.708936,58.826916,3000,0,10,0,BENIGN,honeypot_5
1537523861.410214,0.297082,157,371,5,4,BENIGN,honeypot_5
1526248928.02014,-,-,-,1,0,MALICIOUS,malware_1
1532103224.984285,-,-,-,1,0,MALICIOUS,malware_7
1532107056.879358,-,-,-,1,0,MALICIOUS,malware_7
1537532631.240979,59.527556,3000,0,10,0,BENIGN,honeypot_5
1537531105.003369,0.036349,560,560,10,10,BENIGN,honeypot_5
1532105554.598878,-,-,-,1,0,MALICIOUS,malware_7
1536227638.981212,2e-06,0,0,2,0,MALICIOUS,malware_17
1532104412.151831,0.495208,0,0,1,1,MALICIOUS,malware_7
1537538504.429525,58.463227,3000,0,10,0,BENIGN,honeypot_5
1526115792.004668,-,-,-,1,0,MALICIOUS,malware_1
1537537487.148928,57.525134,3000,0,10,0,BENIGN,honeypot_5
1537530214.837313,0.017781,40,56,1,1,BENIGN,honeypot_5
1532103248.92139,-,-,-,1,0,MALICIOUS,malware_7
1532105636.7303,-,-,-,1,0,MALICIOUS,malware_7
1536228556.692083,6e-06,0,0,2,0,MALICIOUS,malware_17
1532102251.142551,-,-,-,1,0,MALICIOUS,malware_7
1540509438.819134,0.051709,34,281,1,1,BENIGN,honeypot_4
1526185335.019741,2.998548,0,0,3,0,MALICIOUS,malware_1
1536227294.310184,6e-06,0,0,2,0,MALICIOUS,malware_17
1537531481.141606,61.801175,3000,0,10,0,BENIGN,honeypot_5
1536227134.63401,5e-06,0,0,2,0,MALICIOUS,malware_17
1536228316.589323,2e-06,0,0,2,0,MALICIOUS,malware_17
1540495037.065967,0.003248,0,0,4,2,BENIGN,honeypot_4
1537538644.960306,-,-,-,1,0,BENIGN,honeypot_5
1540512550.333642,0.109684,48,48,1,1,BENIGN,honeypot_4
1537537359.433294,58.959937,3000,0,10,0,BENIGN,honeypot_5
1526179568.024609,-,-,-,1,0,MALICIOUS,malware_1
1536227068.788838,2e-06,0,0,2,0,MALICIOUS,malware_17
1537529005.650523,-,-,-,1,0,BENIGN,honeypot_5
1532106496.585598,-,-,-,1,0,MALICIOUS,malware_7
1537536518.468181,0.009818,40,56,1,1,BENIGN,honeypot_5
1537542311.390073,4.014273,225,0,3,0,BENIGN,honeypot_5
1526210537.053179,-,-,-,1,0,MALICIOUS,malware_1
1525922480.009851,-,-,-,1,0,MALICIOUS,malware_1
1526859670.968467,-,-,-,1,0,MALICIOUS,malware_3
1526262051.026628,-,-,-,1,0,MALICIOUS,malware_1
1537530900.383571,0.011330,46,62,1,1,BENIGN,honeypot_5
1526024932.009553,-,-,-,1,0,MALICIOUS,malware_1
1536227585.586236,2e-06,0,0,2,0,MALICIOUS,malware_17
1537532376.347432,59.133941,3000,0,10,0,BENIGN,honeypot_5
1537524462.78371,-,-,-,1,0,BENIGN,honeypot_5
1537525664.233099,0.240237,157,371,4,4,BENIGN,honeypot_5
1540474595.043308,0.116179,48,48,1,1,BENIGN,honeypot_4
1526089714.012814,2.998526,0,0,3,0,MALICIOUS,malware_1
1536227476.165324,2e-06,0,0,2,0,MALICIOUS,malware_17
1526837505.515769,2.990732,0,0,3,0,MALICIOUS,malware_3
1526773244.161286,2.996702,0,0,3,0,MALICIOUS,malware_3
1540512125.092534,0.111434,1847,791,6,6,BENIGN,honeypot_4
1537531445.176789,-,-,-,1,0,BENIGN,honeypot_5
1537535307.437971,0.012123,47,111,1,1,BENIGN,honeypot_5
